# ruleset sm-era-2 commit 5b01693 patrolBase 3 size 64 ticks 60000 ai 3 mirror 0 firmswap 0
seed,size,mirror,firmswap,ticks,offered,accepted,completed,failed,expired,acc_courier,acc_surveillance,acc_extraction,acc_sabotage,acc_acquisition,acc_defend,off_courier,off_surveillance,off_extraction,off_sabotage,off_acquisition,off_defend,courier,surveillance,extraction,sabotage,acquisition,defend,burns,downs,captures,arrests,rescues,banked,cacheLost,raids,raidsSucceeded,deployments,cleanExtracts,emergencyExtracts,heatMax,heatLockdownTicks,recognition,tierReached,avgSortieTicks,avgDeployTicks,deploysToTier3
18125,64,0,0,60000,80,19,10,4,30,2,6,7,1,1,2,705,177,433,16,53,11,2,2,2,1,1,2,20,6,6,6,0,2313,0,6,0,8,5,0,5,32957,355,4,2693,6578,6
18947,64,0,0,60000,80,62,1,61,24,0,3,59,0,0,0,82,310,3975,0,0,0,0,1,0,0,0,0,66,64,64,64,0,414,0,4,0,129,126,0,5,29021,35,1,3928,484,0
19769,64,0,0,60000,80,24,14,7,27,1,8,7,1,0,7,263,473,513,12,86,78,1,5,2,0,0,6,17,9,9,9,0,2898,518,16,1,7,4,0,5,57349,610,4,4406,11850,5
20591,64,0,0,60000,80,39,25,10,27,2,11,12,6,3,5,396,91,505,80,226,203,2,7,9,1,2,4,34,14,14,14,0,2831,3868,15,15,7,4,0,5,12843,945,4,5341,11165,6
21413,64,0,0,60000,80,65,3,61,23,0,3,62,0,0,0,231,389,4437,0,0,0,0,2,1,0,0,0,73,62,62,62,0,0,0,12,0,129,126,0,5,41797,70,2,18801,434,0
22235,64,0,0,60000,80,16,13,0,24,0,7,3,0,0,6,292,198,431,40,76,403,0,6,2,0,0,5,10,0,0,0,0,3622,518,9,1,6,3,0,5,5997,470,4,4025,16410,5
23057,64,0,0,60000,80,62,2,55,17,0,4,57,1,0,0,171,274,2561,8,0,0,0,2,0,0,0,0,67,62,61,61,0,1035,0,2,0,42,39,0,5,52739,70,2,4114,1382,0
23879,64,0,0,60000,80,23,12,7,29,3,5,9,1,0,5,443,41,559,107,78,219,1,3,5,1,0,2,21,6,6,6,0,2297,881,12,1,7,4,0,5,13712,285,3,3150,10082,6
24701,64,0,0,60000,80,64,3,59,21,1,4,59,0,0,0,150,130,5034,0,0,94,0,2,1,0,0,0,70,63,63,63,0,0,0,5,0,148,145,0,5,25419,55,2,12765,388,0
25523,64,0,0,60000,80,22,17,1,32,1,7,7,2,0,5,295,122,382,96,391,129,1,6,3,2,0,5,13,3,3,3,0,5114,1269,17,2,9,6,0,5,9222,640,3,3848,11881,6
26345,64,0,0,60000,80,9,2,3,31,0,6,3,0,0,0,226,504,643,0,0,0,0,2,0,0,0,0,17,3,3,3,0,0,0,7,0,4,1,0,5,104284,45,1,4456,7270,0
27167,64,0,0,60000,80,4,1,0,18,0,1,3,0,0,0,436,510,484,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,1,0,3,0,0,5,54957,10,1,1484,0,0
27989,64,0,0,60000,80,7,3,0,27,2,4,1,0,0,0,230,316,884,0,0,0,2,1,0,0,0,0,8,1,1,1,0,0,0,0,0,3,0,0,5,56451,80,1,2300,0,0
28811,64,0,0,60000,80,22,8,12,28,1,3,13,0,0,5,358,212,737,3,20,88,0,2,4,0,0,2,30,14,14,14,0,518,829,16,5,7,4,0,5,81510,260,3,8334,10862,5
29633,64,0,0,60000,80,13,2,5,29,0,7,6,0,0,0,693,303,162,5,0,247,0,2,0,0,0,0,14,5,5,5,0,828,0,6,0,6,3,0,5,57354,45,2,4245,5670,0
30455,64,0,0,60000,80,21,13,6,24,2,9,6,1,0,3,354,119,452,115,63,343,1,7,4,0,0,1,18,7,7,7,0,2122,1554,7,6,7,4,0,4,1799,400,3,4046,11340,7
31277,64,0,0,60000,80,32,8,21,28,0,7,23,0,1,1,437,307,653,35,30,78,0,5,2,0,0,1,35,25,25,25,0,2589,414,155,1,18,15,0,5,22636,180,3,4168,6836,4
32099,64,0,0,60000,80,53,13,36,31,1,8,41,0,0,3,320,62,1121,17,41,190,1,8,2,0,0,2,52,42,42,42,0,1639,828,2,1,28,25,0,5,46783,435,3,5494,2519,9
32921,64,0,0,60000,80,66,2,62,23,0,8,58,0,0,0,162,128,3300,0,0,0,0,2,0,0,0,0,80,62,62,62,0,828,1242,17,3,76,73,0,5,103429,10,1,11499,814,0
33743,64,0,0,60000,80,16,10,3,24,3,5,3,1,0,4,246,510,450,1,138,70,2,3,2,0,0,3,7,3,2,2,0,1518,0,58,0,5,2,0,5,57959,410,4,3979,15900,3
34565,64,0,0,60000,80,14,7,3,30,1,6,6,0,0,1,432,515,417,3,0,43,0,5,2,0,0,0,22,9,9,9,0,414,414,2,1,6,3,0,5,15511,140,2,5868,2406,0
35387,64,0,0,60000,80,11,8,1,30,0,7,1,1,0,2,346,223,597,61,80,148,0,4,1,1,0,2,13,1,1,1,0,1967,414,18,1,5,2,0,5,86035,290,3,3821,13925,4
36209,64,0,0,60000,80,40,14,23,24,0,11,23,0,0,6,157,323,720,0,75,156,0,4,7,0,0,3,40,25,25,25,0,1658,622,9,3,10,7,0,5,41148,515,4,5255,10454,8
37031,64,0,0,60000,80,46,3,0,33,0,45,1,0,0,0,323,503,416,6,0,122,0,3,0,0,0,0,13,0,0,0,0,828,0,4,0,4,1,0,5,56178,70,2,4669,19070,0
37853,64,0,0,60000,80,15,5,6,18,2,5,7,0,0,1,389,168,860,1,0,4,0,3,2,0,0,0,23,8,8,8,0,1553,0,7,0,7,4,0,5,16294,80,2,5292,9207,0
38675,64,0,0,60000,80,14,10,2,26,1,5,6,1,0,1,168,217,638,41,0,386,1,4,4,1,0,0,16,4,4,4,0,1138,570,11,1,5,2,0,5,11044,260,2,6235,14005,0
39497,64,0,0,60000,80,23,17,3,21,2,9,7,0,1,4,338,291,561,21,154,52,2,7,3,0,1,4,23,3,3,3,0,3770,1942,10,4,7,4,0,5,17628,570,4,3619,18365,5
40319,64,0,0,60000,80,7,3,1,27,1,4,2,0,0,0,380,155,753,0,0,77,1,1,1,0,0,0,6,1,1,1,0,0,0,2,0,3,0,0,5,53647,105,2,2445,0,0
41141,64,0,0,60000,80,26,6,17,22,0,6,18,0,0,2,282,207,899,0,0,46,0,2,2,0,0,2,30,20,20,20,0,1087,0,67,0,8,5,0,5,63261,200,3,3227,8418,8
41963,64,0,0,60000,80,24,9,12,27,0,6,14,2,0,2,479,121,551,111,38,158,0,3,3,1,0,2,23,14,13,13,0,1398,1036,17,5,8,5,0,5,62587,350,3,3631,5832,8
